Topic,Count,Name,Representation,Representative_Docs
9,5788,9_hour_hrs_minute_time,"['hour', 'hrs', 'minute', 'time', 'long', 'help', 'worth', 'work', 'am', 'need']","['buy have 9 5 hour it its great i ve spend 7 5 hour sit que only two hour i want do my part', 'it s one you 3 hour quit see it s be 9 hour', 'can not get all 3 hour']"
10,5333,10_fun_bad_be_do,"['fun', 'bad', 'be', 'do', 'bored', 'say', 'suck', 'horrible', 'it', 'terrible']","['its bad do not it', 'its fun not much say its fun', 'it be fun get bad bad time go']"
11,4615,11_russian_russians_ukrainian_rusian,"['russian', 'russians', 'ukrainian', 'rusian', 'russia', 'turkish', 'polish', 'english', 'language', 'suka']","['meet russian hacker learn russian get off become russian hacker', 'every team consist 5 people 1 you 2 russian guy 3 another russian guy 4 russian guy who speak english 5 6 year old kid who sleep your mother i have dollar each time someone scream i russian language i d have no money because i spend it all skin', 'i do not like all russian']"
12,4590,12_linux_cheat_rootkit_kernel,"['linux', 'cheat', 'rootkit', 'kernel', 'secureboot', 'os', 'ea', 'ban', 'anticheat', 'spyware']","['nice ea anti cheat ban linux', 'bring back anti cheat support linux', 'do not buy unless ok enable secure boot your bio linux user like myself mean you can not because can not enable secure boot have dual boot window linux i be not sure other ea i do know bf6 be come out require secure boot your bio be enable anti cheat which be not what secure boot be intend be it be invent all 35 year work it i have never see such bad decision such apparently non technical group developer ea']"
13,4171,13_ban_toxic_reporting_report,"['ban', 'toxic', 'reporting', 'report', 'abuse', 'toxicity', 'blizzard', 'abusive', 'mute', 'chat']","['get ban inappropriate communication out no i have be toxic past have get my account suspend sure since i have no be type chat much fear lose my account i log after work find my account unexpectedly ban after two month be able after my suspension because i assume my account keep get report after i write genuine ban appeal blizzard get greeting penalty have already be uphold any further request topic will not be review regard blizzard entertainment response customer service have always be terrible explain anything everything have always be super unhelpful now top i fr lose whatever money i sorry want get falsely ban xyz reason spam report people blizzard will believe it they ll eventually lose their account toxic behavior before it be not anything crazy i cuss like s justified mean ban someone', 'i have be ban overwatch 2 absolutely no reason i have be mas report say gg after i ve win match because i m pretty good everyone hat decent player because no one review report mass report get you ban i have be suspend before communication i have be careful what i say do be why i feel unjustly ban i have say nothing nor do anything receive bannable penalty i will forever despise way blizzard handle report do not suggest any company they say they ve find evidence reality s nothing they ve find get be ban it s ai see mass report ban i cause shouldn t be fair especially i ve be careful what i ve be say do i ve have account since yes i ve have previous offense communication time it wasn t deserve nice report system blizzard company should go its code conduct report ban system absolute bad assistance i have ever receive contact support', 'lot toxic people toxic people will report you leave you don t want listen they verbally abuse you all dear respawn why should i penalty leave team abuse rank cause i grief i think situation need look before you ban people base how many report they get let toxic people win only compound issue i get it s hard deal i get ban because i leave rank my team mate be shot i try expose i be get i kill how do i get ban because they both report i please look situation before you ban instead ban base number report prove my point watch how get downvote']"
14,3946,14_review_rating_leave_bad,"['review', 'rating', 'leave', 'bad', 'negative', 'report', 'change', 'tell', 'comment', 'ignore']","['i it it bad review', 'only leave review because i like review all', 'review be negative i get it']"
15,2889,15_racist_racial_racism_nigger,"['racist', 'racial', 'racism', 'nigger', 'slur', 'race', '10', 'insult', 'niggernigger', 'call']","['i get call slur 10 time', 'i have be call much racist word 10 10', 'i get call racist slur countless time 10 10']"
16,2671,16_devs_dev_developer_development,"['devs', 'dev', 'developer', 'development', 'community', 'care', 'support', 'they', 'suck', 'creator']","['devs do not care community', 'devs do not care player', 'w w devs w community']"
17,2456,17_ball_sack_pull_testicle,"['ball', 'sack', 'pull', 'testicle', 'penis', 'hurt', 'cock', 'castrate', 'tear', 'cut']","['i d rather rip off my ball eat it it out eat my than', 'i want rip off my ball i', 'i would rather rip my ball off than']"
18,2333,18_capitalism_greed_corporation_corporate,"['capitalism', 'greed', 'corporation', 'corporate', 'corp', 'economy', 'company', 'profit', 'greedy', 'business']","['awful corporate greed do not support they', 'we together we don t all down corporate greed', 'we fight against corporate greed']"
19,2222,19_battlepass_battlepasse_battle_ea,"['battlepass', 'battlepasse', 'battle', 'ea', 'issue', 'pass', 'change', 'update', 'pay', 'premium']","['your battle pass change fix', 'i ve hundred not thousand hour apex legend back it be ea launcher only not steam i ve buy many battle pass time stop now main reason i d buy battle pass be you could buy they premium currency which you get battle pass way you don t complete battle pass you earn currency help towards next purchase outright pay it you finish battle pass i up all scummy practice 200 skin now you re change battle pass 1 they re half length you need buy 2 battle pass season instead 1 2 you can no long buy they premium currency they be real world money purchase only f ck no ea you ve kill another your greed never touch another ea product again', 'can t buy battle pass']"
20,1986,20_audio_sound_headphone_microphone,"['audio', 'sound', 'headphone', 'microphone', 'headset', 'mic', 'voice', 'mute', 'bluetooth', 'ear']","['everytime i open it kill all my audio youtube be open before it sound i open youtube sound work i switch video sound cut out i m force restart i check window sound setting nothing stick out least obviously i i try follow instruction t nothing mixer do not register mixer steam wire headphone no bt wireless sound set up sound driver be up date no external speaker both my monitor do not have build audio volume 100 mixer steam ingame i have uninstalle reinstalled compare sound setting every time same no clear difference i have nothing compare it sound do work i never around sound everything should be default i m probably miss something its not obvious i after dig through all sound setting', 't h i s g m e i s n p l y b l e s f i c n n o t e v e n s e m y h e d s e t w i t h o t i t s d i o q l i t y d r o p p i n g d o w n t o w o r s e t h n f c k i n g o l d t i m e r d i o d i o q l i t y l i k e w h t t h e f c k l l s o l t i o n s t h t f i x e d i t f o r e v e r y o n e d o e s n t w o r k l i k e w h t t h e f c k i s t h i s h o r s e s h i t i fix issue enable monitor audio i have it disable my audio hide it my audio setting its good i be before', 'i like audio want share because instance what i like be it sound more organic horrible footstep sound present old audio system have headset headset which case it be bad now issue be fix i appreciate it lot one weird audio be instance i have turn up audio my pc way up wear headset i don t wear headset everything be loud which be logical realistic i don t mind honestly i like i mention organic nature audio too now because it sound well than past localization opponent could be do little bit well i think like some people have mention people above i i all player character audio sphere could be bit clear i think it s well now compare old system old system be bit louder thus bit more clear what be happen yeah again i like change term how it sound now not necessarily refer other player npc s']"
21,1837,21_map_vote_voting_gamemode,"['map', 'vote', 'voting', 'gamemode', 'leave', 'choose', 'how', 'change', 'spawn', 'clash']","['2 my last 3 be eichenwalde i like eichenwalde it s not my absolute favourite map it s near top list it s definitely possible have too much good sure be map i don t like be able vote against they be fundamentally good s i know which map i like dislike because i m familiar they all be only case because overwatch sure you all map roughly equally one good overwatch be should i say be map variety have season halve number map i get seem like fundamental flaw i want same tiny number map again i could go rival i want one map again i could go tf2 2fort hightower least offer well community experience than system let 1 player derail entire lobby force 9 people map they specifically vote against be plain stupid stupid design it work fun party like mario kart it people angry overwatch get rid it two solution let we vote mode keep map random instead map voting let every player pin 1 map they want avoid they be never match map ever datum find community s most hat map fix it both could exist side side', 'i have 2 map i enjoy 1 map s bad majority vote go good maps bad map have 2 vote it be 6vs6 12 vote total it land trash map anyways i m do scam i straight up leave match after voting be do system be incredibly trash it be incredibly demoralize you see your fav map most people pick your fav map you do not get your fav map because system randomly pick something else be any gamemode overwatch do not have trash map system otherwise i m not overwatch now edit since lot people seem be misunderstand what i m try say be its annoying 9 10 people vote map 1 person vote map b it land map b i complain get map only 1 person vote litterally everyone else vote other map be be understand you re mad you do not get map you like its not map i ll happily any map s majority it its annoying 1 person what they want 9 people can you least it 2 minimum limit', 'idea seem good allow map vote you will more often map you enjoy less map you dislike you add sort roulette mechanic 9 10 people vote map s chance it land map b which player who overwhelmingly vote feel scamme out their map least 1 person get what they want be say you enjoy map most people do not you can generally wave bye bye map flip side be bad you dislike map majority player enjoy you get map disproportionally what i do not enjoy be see same map again i do not hate busan it do start get annoying it much i like circuit royale every time i see it choice i vote it time it reach majority rng step i different map anyways i have choose between map system get map randomly i would go back random map side node you want people enjoy map more add 1 map avoid slot 1 prefer map slot i would avoid suravasa prefer king row']"
22,1835,22_download_install_uninstall_uninstalled,"['download', 'install', 'uninstall', 'uninstalled', 'uninstalle', 'reinstall', 'instal', 'help', 'save', 'recommend']","['do not do it yourself do not download it', 'be bad yet your force grind you see do not download it you will be stick ever you do do not download do it', 'you do not have good life you can download']"
23,1782,23_grind_grinding_grindy_level,"['grind', 'grinding', 'grindy', 'level', 'need', 'get', 'pain', 'progress', 'recommend', 'want']","['be good grind be not', 'must grind grind grind grind', 'grind grind grind grind bad matchmaking grind grind app purchase grind grind grind it suck don t install it waste gb grind grind grind']"
24,1715,24_addiction_gambling_addicted_addict,"['addiction', 'gambling', 'addicted', 'addict', 'gambler', 'gamble', 'casino', 'debt', 'problem', 'slot']","['i get gambling addiction d', 'be i have gambling addiction', 'now have gambling addiction because case']"
25,1521,25_enslave_slave_slavery_animal,"['enslave', 'slave', 'slavery', 'animal', 'human', 'cannibalism', 'cruelty', 'slaughter', 'creature', 'peta']","['can butcher human pal 10 10', 'animal labor slavery can be apply human too 10 10', 'what s point catch human you can t they work like pal s i would like have human slave labor force no enslave pal animal be fine human oh no']"
26,1356,26_requirement_gameplay_need_leaderboard,"['requirement', 'gameplay', 'need', 'leaderboard', 'ark', 'evolve', 'beyond', 'survival', 'graphic', 'terrarium']","['graphic you forget what reality be beautiful good decent bad don t look too long it ms do gameplay good good it s gameplay mehh watch paint dry instead don t audio eargasm good good not too bad bad i m now deaf audience kid teen adult grandma pc requirement check you can run paint potato decent fast rich boi ask nasa they have spare computer size floppy disk old fashioned workable big will eat 10 your 1 tb hard drive you will want entire hard drive hold it you will need invest black hole hold all datum difficulty press w easy easy learn hard master significant brain usage difficult dark soul grind nothing grind only care leaderboard rank isn t necessary progress average grind level too much grind you ll need second life grind story no story some lore average good lovely it ll replace your life time long enough cup coffee short average long infinity beyond price it s free worth price it s sale have some spare money leave not recommend you could burn your money bug never hear minor bug can get annoying ark survival evolve itself be big terrarium bug 10 1 2 3 4 5 6 7 8 9 10', 'graphic you forget what reality be beautiful good decent bad don t look too long it ms do gameplay good good it s gameplay mehh watch paint dry instead don t audio eargasm good good not too bad bad i m now deaf audience kid teen adult grandma pc requirement check you can run paint potato decent fast rich boi ask nasa they have spare computer size floppy disk old fashioned workable big will eat 10 your 1 tb hard drive you will want entire hard drive hold it you will need invest black hole hold all datum difficulty press w easy easy learn hard master significant brain usage difficult dark soul grind nothing grind only care leaderboard rank isn t necessary progress average grind level too much grind you ll need second life grind story no story some lore average good lovely it ll replace your life time long enough cup coffee short average long infinity beyond price it s free worth price it s sale have some spare money leave not recommend you could burn your money bug never hear minor bug can get annoying ark survival evolve itself be big terrarium bug 10 1 2 3 4 5 6 7 8 9 10', 'graphic you forget what reality be beautiful good decent bad don t look too long it ms do gameplay good good it s gameplay mehh watch paint dry instead don t audio eargasm good good not too bad bad i m now deaf audience kid teen adult grandma pc requirement check you can run paint potato decent fast rich boi ask nasa they have spare computer size floppy disk old fashioned workable big will eat 10 your 1 tb hard drive you will want entire hard drive hold it you will need invest black hole hold all datum difficulty press w easy easy learn hard master significant brain usage difficult dark soul grind nothing grind only care leaderboard rank isn t necessary progress average grind level too much grind you ll need second life grind story no story some lore average good lovely it ll replace your life time long enough cup coffee short average long infinity beyond price it s free worth price it s sale have some spare money leave not recommend you could burn your money bug never hear minor bug can get annoying ark survival evolve itself be big terrarium bug 10 1 2 3 4 5 6 7 8 9 10']"
27,1244,27_arkham_batman_batmobile_gotham,"['arkham', 'batman', 'batmobile', 'gotham', 'joker', 'riddler', 'villain', 'rocksteady', 'trilogy', 'gameplay']","['spoiler i pay fckn batman not w o t half goddamn mission atleast have you batmobile which be sh1tti way travel boring repetitive i d like it it be fun i say it isn t you don t upgrade it much become 10x more difficult end short i pay batman not aa tank i want i would buy rename shi batmobile arkham knight oh he be not main villain he become good end why be not be call batman arkham forever something', 'i like batman arkham series i have origin asylum city knight i can not good review despite knight be most good look out all arkham exploration require batmobile batmobile be bad vehicle i drive all i have ever finish riddle now require batmobile be not good experience all', 'be well bad arkham series i ve never have more fun arkham i ve never have less fun arkham you ll feel like batman more than ever before you want finish you have 100 it include almost 300 riddler trophy they batmobile it first it s cool they you do stealth tank mission which suck']"
28,1113,28_smurf_smurfer_smurfs_smurfe,"['smurf', 'smurfer', 'smurfs', 'smurfe', 'smurfing', 'cheater', 'cheat', 'account', 'level', 'mmr']","['good lot smurf t t', 'do something cheater smurf account', 'don t only cheater smurf']"
